,symbol,timestamp,type,strike_price,expiration,bid_price,bid_amount,ask_price,ask_amount,mark_price,mark_iv,underlying_price,delta,theta,datetime,expiration_datetime,days_to_expiration
39996,ETH-24APR20-240-C,1583021012859000,call,240.0,1587715200000000,0.0975,31.0,0.114,150.0,0.106548,88.32,223.59,0.48506000000000005,-0.27954,2020-03-01 00:03:32.859,2020-04-24 08:00:00,54 days 07:56:27.141000
39998,ETH-24APR20-260-C,1583021012860000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.082072,90.51,223.59,0.39842,-0.27731,2020-03-01 00:03:32.860,2020-04-24 08:00:00,54 days 07:56:27.140000
39999,ETH-24APR20-280-C,1583021012862000,call,280.0,1587715200000000,0.054000000000000006,150.0,0.068,426.0,0.062956,92.08,223.59,0.32432,-0.26288,2020-03-01 00:03:32.862,2020-04-24 08:00:00,54 days 07:56:27.138000
40000,ETH-24APR20-280-C,1583021012864000,call,280.0,1587715200000000,0.054000000000000006,150.0,0.068,150.0,0.062956,92.08,223.59,0.32432,-0.26288,2020-03-01 00:03:32.864,2020-04-24 08:00:00,54 days 07:56:27.136000
40001,ETH-24APR20-300-C,1583021012865000,call,300.0,1587715200000000,0.04,40.0,0.0545,282.0,0.049269,94.15,223.59,0.2651,-0.24486,2020-03-01 00:03:32.865,2020-04-24 08:00:00,54 days 07:56:27.135000
40002,ETH-24APR20-280-C,1583021012866000,call,280.0,1587715200000000,0.0545,37.0,0.068,150.0,0.062956,92.08,223.59,0.32432,-0.26288,2020-03-01 00:03:32.866,2020-04-24 08:00:00,54 days 07:56:27.134000
40003,ETH-24APR20-300-C,1583021012866000,call,300.0,1587715200000000,0.04,40.0,0.0575,40.0,0.049269,94.15,223.59,0.2651,-0.24486,2020-03-01 00:03:32.866,2020-04-24 08:00:00,54 days 07:56:27.134000
40432,ETH-24APR20-300-C,1583021016548000,call,300.0,1587715200000000,0.0395,40.0,0.0575,40.0,0.049354,94.11,223.73,0.26554,-0.24511,2020-03-01 00:03:36.548,2020-04-24 08:00:00,54 days 07:56:23.452000
40448,ETH-24APR20-300-C,1583021016594000,call,300.0,1587715200000000,0.0405,40.0,0.0575,40.0,0.049354,94.11,223.73,0.26554,-0.24511,2020-03-01 00:03:36.594,2020-04-24 08:00:00,54 days 07:56:23.406000
40797,ETH-24APR20-200-P,1583021018754000,put,200.0,1587715200000000,0.07200000000000001,181.0,0.087,150.0,0.08098999999999999,87.86,223.73,-0.30843000000000004,-0.24569000000000002,2020-03-01 00:03:38.754,2020-04-24 08:00:00,54 days 07:56:21.246000
40891,ETH-24APR20-260-C,1583021018871000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.082255,90.5,223.73,0.39909,-0.27757,2020-03-01 00:03:38.871,2020-04-24 08:00:00,54 days 07:56:21.129000
40881,ETH-24APR20-220-P,1583021018872000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12462899999999999,87.42,223.73,-0.41351000000000004,-0.27052,2020-03-01 00:03:38.872,2020-04-24 08:00:00,54 days 07:56:21.128000
40947,ETH-24APR20-280-C,1583021018872000,call,280.0,1587715200000000,0.0545,37.0,0.068,150.0,0.063169,92.11,223.73,0.32506999999999997,-0.26339,2020-03-01 00:03:38.872,2020-04-24 08:00:00,54 days 07:56:21.128000
40957,ETH-24APR20-240-C,1583021018873000,call,240.0,1587715200000000,0.0975,31.0,0.114,150.0,0.106926,88.41,223.73,0.48596000000000006,-0.28002,2020-03-01 00:03:38.873,2020-04-24 08:00:00,54 days 07:56:21.127000
41036,ETH-24APR20-300-C,1583021019377000,call,300.0,1587715200000000,0.04,40.0,0.0575,40.0,0.049479,94.2,223.73,0.26588,-0.24553000000000003,2020-03-01 00:03:39.377,2020-04-24 08:00:00,54 days 07:56:20.623000
41196,ETH-24APR20-200-P,1583021020050000,put,200.0,1587715200000000,0.07200000000000001,31.0,0.087,150.0,0.08098999999999999,87.67,223.73,-0.30831,-0.24511999999999998,2020-03-01 00:03:40.050,2020-04-24 08:00:00,54 days 07:56:19.950000
41366,ETH-24APR20-300-C,1583021021421000,call,300.0,1587715200000000,0.0395,40.0,0.0575,40.0,0.049479,94.2,223.73,0.26588,-0.24553000000000003,2020-03-01 00:03:41.421,2020-04-24 08:00:00,54 days 07:56:18.579000
41481,ETH-24APR20-240-C,1583021021907000,call,240.0,1587715200000000,0.0975,31.0,0.142,31.0,0.106901,88.41,223.73,0.48596000000000006,-0.28002,2020-03-01 00:03:41.907,2020-04-24 08:00:00,54 days 07:56:18.093000
41483,ETH-24APR20-240-C,1583021021920000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.106901,88.41,223.73,0.48596000000000006,-0.28002,2020-03-01 00:03:41.920,2020-04-24 08:00:00,54 days 07:56:18.080000
41486,ETH-24APR20-280-C,1583021021950000,call,280.0,1587715200000000,0.0545,37.0,0.073,37.0,0.063128,92.11,223.73,0.32506999999999997,-0.26339,2020-03-01 00:03:41.950,2020-04-24 08:00:00,54 days 07:56:18.050000
41487,ETH-24APR20-280-C,1583021021956000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.063128,92.11,223.73,0.32506999999999997,-0.26339,2020-03-01 00:03:41.956,2020-04-24 08:00:00,54 days 07:56:18.044000
41570,ETH-24APR20-200-P,1583021022487000,put,200.0,1587715200000000,0.0715,31.0,0.087,150.0,0.080987,87.92,223.93,-0.30756,-0.24577,2020-03-01 00:03:42.487,2020-04-24 08:00:00,54 days 07:56:17.513000
41691,ETH-24APR20-220-P,1583021022899000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124634,87.74,223.93,-0.41233000000000003,-0.27155999999999997,2020-03-01 00:03:42.899,2020-04-24 08:00:00,54 days 07:56:17.101000
41803,ETH-24APR20-260-C,1583021023906000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08217,90.25,223.93,0.39943,-0.27713000000000004,2020-03-01 00:03:43.906,2020-04-24 08:00:00,54 days 07:56:16.094000
41904,ETH-24APR20-280-C,1583021024630000,call,280.0,1587715200000000,0.054000000000000006,37.0,0.069,150.0,0.063128,91.92,223.93,0.32535,-0.26315,2020-03-01 00:03:44.630,2020-04-24 08:00:00,54 days 07:56:15.370000
41911,ETH-24APR20-300-C,1583021024648000,call,300.0,1587715200000000,0.039,40.0,0.0575,40.0,0.049454000000000005,94.03,223.93,0.26609,-0.2454,2020-03-01 00:03:44.648,2020-04-24 08:00:00,54 days 07:56:15.352000
42440,ETH-24APR20-200-P,1583021028034000,put,200.0,1587715200000000,0.0715,31.0,0.087,150.0,0.080649,87.72,223.97,-0.30724,-0.24515,2020-03-01 00:03:48.034,2020-04-24 08:00:00,54 days 07:56:11.966000
42441,ETH-24APR20-240-C,1583021028036000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107215,88.34,223.97,0.48707,-0.28010999999999997,2020-03-01 00:03:48.036,2020-04-24 08:00:00,54 days 07:56:11.964000
42592,ETH-24APR20-220-P,1583021028941000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12409,87.48,223.99,-0.41216,-0.27079000000000003,2020-03-01 00:03:48.941,2020-04-24 08:00:00,54 days 07:56:11.059000
42582,ETH-24APR20-260-C,1583021028941000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.082348,90.31,223.99,0.39989,-0.27748,2020-03-01 00:03:48.941,2020-04-24 08:00:00,54 days 07:56:11.059000
42616,ETH-24APR20-300-C,1583021029140000,call,300.0,1587715200000000,0.0385,40.0,0.0575,40.0,0.049618999999999996,94.12,223.99,0.26661999999999997,-0.24593,2020-03-01 00:03:49.140,2020-04-24 08:00:00,54 days 07:56:10.860000
42617,ETH-24APR20-280-C,1583021029143000,call,280.0,1587715200000000,0.0535,37.0,0.069,150.0,0.063329,92.01,223.99,0.32592,-0.26368,2020-03-01 00:03:49.143,2020-04-24 08:00:00,54 days 07:56:10.857000
43010,ETH-24APR20-300-C,1583021031756000,call,300.0,1587715200000000,0.038,40.0,0.0575,40.0,0.049618999999999996,94.12,223.99,0.26661999999999997,-0.24593,2020-03-01 00:03:51.756,2020-04-24 08:00:00,54 days 07:56:08.244000
43271,ETH-24APR20-260-C,1583021033976000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.082298,90.32,223.95,0.39971,-0.27741,2020-03-01 00:03:53.976,2020-04-24 08:00:00,54 days 07:56:06.024000
43275,ETH-24APR20-240-C,1583021033976000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107276,88.4,223.95,0.48707,-0.28028000000000003,2020-03-01 00:03:53.976,2020-04-24 08:00:00,54 days 07:56:06.024000
43281,ETH-24APR20-200-P,1583021033976000,put,200.0,1587715200000000,0.0715,31.0,0.087,150.0,0.080558,87.63,223.95,-0.30728,-0.24488000000000001,2020-03-01 00:03:53.976,2020-04-24 08:00:00,54 days 07:56:06.024000
43298,ETH-24APR20-220-P,1583021033977000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12405699999999999,87.39,223.95,-0.41241000000000005,-0.27051,2020-03-01 00:03:53.977,2020-04-24 08:00:00,54 days 07:56:06.023000
43333,ETH-24APR20-300-C,1583021034582000,call,300.0,1587715200000000,0.0375,40.0,0.0575,40.0,0.049595,94.13,223.95,0.2665,-0.24586,2020-03-01 00:03:54.582,2020-04-24 08:00:00,54 days 07:56:05.418000
43818,ETH-24APR20-280-C,1583021036998000,call,280.0,1587715200000000,0.0535,37.0,0.069,150.0,0.06322,92.0,223.91,0.32552,-0.26342,2020-03-01 00:03:56.998,2020-04-24 08:00:00,54 days 07:56:03.002000
43926,ETH-24APR20-300-C,1583021038388000,call,300.0,1587715200000000,0.037000000000000005,40.0,0.0575,40.0,0.049510000000000005,94.09,223.91,0.26621,-0.24559,2020-03-01 00:03:58.388,2020-04-24 08:00:00,54 days 07:56:01.612000
44102,ETH-24APR20-220-P,1583021039011000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12416500000000001,87.4,223.91,-0.41261000000000003,-0.27052,2020-03-01 00:03:59.011,2020-04-24 08:00:00,54 days 07:56:00.989000
44088,ETH-24APR20-240-C,1583021039012000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107189,88.39,223.91,0.48683999999999994,-0.28019,2020-03-01 00:03:59.012,2020-04-24 08:00:00,54 days 07:56:00.988000
44100,ETH-24APR20-200-P,1583021039012000,put,200.0,1587715200000000,0.0715,31.0,0.087,150.0,0.08063200000000001,87.63,223.91,-0.30746,-0.24491,2020-03-01 00:03:59.012,2020-04-24 08:00:00,54 days 07:56:00.988000
44121,ETH-24APR20-260-C,1583021039012000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.082166,90.27,223.91,0.39938,-0.27714,2020-03-01 00:03:59.012,2020-04-24 08:00:00,54 days 07:56:00.988000
44329,ETH-24APR20-300-C,1583021040975000,call,300.0,1587715200000000,0.0365,40.0,0.0575,40.0,0.049421,94.03,223.9,0.26595,-0.2453,2020-03-01 00:04:00.975,2020-04-24 08:00:00,54 days 07:55:59.025000
44535,ETH-24APR20-280-C,1583021042032000,call,280.0,1587715200000000,0.0535,37.0,0.069,150.0,0.06313300000000001,91.95,223.9,0.3253,-0.26319000000000004,2020-03-01 00:04:02.032,2020-04-24 08:00:00,54 days 07:55:57.968000
44699,ETH-24APR20-280-C,1583021043162000,call,280.0,1587715200000000,0.054000000000000006,150.0,0.069,150.0,0.06313300000000001,91.95,223.9,0.3253,-0.26319000000000004,2020-03-01 00:04:03.162,2020-04-24 08:00:00,54 days 07:55:56.838000
44700,ETH-24APR20-280-C,1583021043174000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.06313300000000001,91.95,223.9,0.3253,-0.26319000000000004,2020-03-01 00:04:03.174,2020-04-24 08:00:00,54 days 07:55:56.826000
44707,ETH-24APR20-200-P,1583021043364000,put,200.0,1587715200000000,0.07200000000000001,150.0,0.087,150.0,0.080729,87.67,223.9,-0.30755,-0.24503000000000003,2020-03-01 00:04:03.364,2020-04-24 08:00:00,54 days 07:55:56.636000
44710,ETH-24APR20-200-P,1583021043462000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080729,87.67,223.9,-0.30755,-0.24503000000000003,2020-03-01 00:04:03.462,2020-04-24 08:00:00,54 days 07:55:56.538000
44718,ETH-24APR20-300-C,1583021043693000,call,300.0,1587715200000000,0.036000000000000004,40.0,0.0575,40.0,0.049354,93.98,223.89,0.26576,-0.24506999999999998,2020-03-01 00:04:03.693,2020-04-24 08:00:00,54 days 07:55:56.307000
44805,ETH-24APR20-260-C,1583021044046000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08194800000000001,90.14,223.89,0.39896,-0.27664,2020-03-01 00:04:04.046,2020-04-24 08:00:00,54 days 07:55:55.954000
44810,ETH-24APR20-240-C,1583021044046000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10706500000000001,88.33,223.89,0.48665,-0.27996,2020-03-01 00:04:04.046,2020-04-24 08:00:00,54 days 07:55:55.954000
44813,ETH-24APR20-220-P,1583021044046000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12431099999999999,87.47,223.89,-0.41265,-0.27073,2020-03-01 00:04:04.046,2020-04-24 08:00:00,54 days 07:55:55.954000
44973,ETH-24APR20-300-C,1583021045867000,call,300.0,1587715200000000,0.0355,40.0,0.0575,40.0,0.049354,93.98,223.89,0.26576,-0.24506999999999998,2020-03-01 00:04:05.867,2020-04-24 08:00:00,54 days 07:55:54.133000
45310,ETH-24APR20-300-C,1583021047397000,call,300.0,1587715200000000,0.035,40.0,0.0575,40.0,0.049287,93.91,223.91,0.26561,-0.24484,2020-03-01 00:04:07.397,2020-04-24 08:00:00,54 days 07:55:52.603000
45478,ETH-24APR20-240-C,1583021049081000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107044,88.29,223.91,0.4867,-0.27988,2020-03-01 00:04:09.081,2020-04-24 08:00:00,54 days 07:55:50.919000
45492,ETH-24APR20-200-P,1583021049081000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080737,87.72,223.91,-0.3075,-0.24516,2020-03-01 00:04:09.081,2020-04-24 08:00:00,54 days 07:55:50.919000
45504,ETH-24APR20-260-C,1583021049082000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.081875,90.07,223.91,0.39888,-0.27644,2020-03-01 00:04:09.082,2020-04-24 08:00:00,54 days 07:55:50.918000
45508,ETH-24APR20-280-C,1583021049082000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.063057,91.88,223.91,0.32516,-0.26295999999999997,2020-03-01 00:04:09.082,2020-04-24 08:00:00,54 days 07:55:50.918000
45494,ETH-24APR20-220-P,1583021049082000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124327,87.51,223.91,-0.41253,-0.27086,2020-03-01 00:04:09.082,2020-04-24 08:00:00,54 days 07:55:50.918000
45534,ETH-24APR20-300-C,1583021049693000,call,300.0,1587715200000000,0.0345,40.0,0.0575,40.0,0.049287,93.91,223.91,0.26561,-0.24484,2020-03-01 00:04:09.693,2020-04-24 08:00:00,54 days 07:55:50.307000
46111,ETH-24APR20-260-C,1583021054116000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.081835,90.04,223.92,0.39883,-0.27634000000000003,2020-03-01 00:04:14.116,2020-04-24 08:00:00,54 days 07:55:45.884000
46125,ETH-24APR20-280-C,1583021054116000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.063053,91.87,223.92,0.32516,-0.26294,2020-03-01 00:04:14.116,2020-04-24 08:00:00,54 days 07:55:45.884000
46102,ETH-24APR20-240-C,1583021054117000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10706099999999999,88.29,223.92,0.48673999999999995,-0.2799,2020-03-01 00:04:14.117,2020-04-24 08:00:00,54 days 07:55:45.883000
46118,ETH-24APR20-220-P,1583021054117000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.12428900000000001,87.5,223.92,-0.4125,-0.27082,2020-03-01 00:04:14.117,2020-04-24 08:00:00,54 days 07:55:45.883000
46128,ETH-24APR20-200-P,1583021054117000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080705,87.7,223.92,-0.30746,-0.24511,2020-03-01 00:04:14.117,2020-04-24 08:00:00,54 days 07:55:45.883000
46165,ETH-24APR20-300-C,1583021054536000,call,300.0,1587715200000000,0.034,40.0,0.0575,40.0,0.049167,93.87,223.92,0.26547,-0.24466,2020-03-01 00:04:14.536,2020-04-24 08:00:00,54 days 07:55:45.464000
46595,ETH-24APR20-300-C,1583021057368000,call,300.0,1587715200000000,0.0335,40.0,0.0575,40.0,0.049167,93.79,223.95,0.26533,-0.24443,2020-03-01 00:04:17.368,2020-04-24 08:00:00,54 days 07:55:42.632000
46819,ETH-24APR20-240-C,1583021059152000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10709,88.31,223.93,0.48678999999999994,-0.27994,2020-03-01 00:04:19.152,2020-04-24 08:00:00,54 days 07:55:40.848000
46820,ETH-24APR20-200-P,1583021059152000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080649,87.67,223.93,-0.3074,-0.24500999999999998,2020-03-01 00:04:19.152,2020-04-24 08:00:00,54 days 07:55:40.848000
46823,ETH-24APR20-280-C,1583021059152000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.063041,91.86,223.93,0.32515,-0.26291,2020-03-01 00:04:19.152,2020-04-24 08:00:00,54 days 07:55:40.848000
46852,ETH-24APR20-260-C,1583021059152000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08175299999999999,89.97,223.93,0.3987,-0.27614,2020-03-01 00:04:19.152,2020-04-24 08:00:00,54 days 07:55:40.848000
46868,ETH-24APR20-220-P,1583021059152000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124221,87.46,223.93,-0.41248,-0.27071999999999996,2020-03-01 00:04:19.152,2020-04-24 08:00:00,54 days 07:55:40.848000
46996,ETH-24APR20-300-C,1583021061228000,call,300.0,1587715200000000,0.033,40.0,0.0575,40.0,0.049121,93.77,223.93,0.26516999999999996,-0.24429,2020-03-01 00:04:21.228,2020-04-24 08:00:00,54 days 07:55:38.772000
47505,ETH-24APR20-200-P,1583021064186000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080692,87.77,223.98,-0.30724,-0.24527,2020-03-01 00:04:24.186,2020-04-24 08:00:00,54 days 07:55:35.814000
47504,ETH-24APR20-260-C,1583021064186000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08165599999999999,89.86,223.98,0.39866,-0.27585,2020-03-01 00:04:24.186,2020-04-24 08:00:00,54 days 07:55:35.814000
47461,ETH-24APR20-220-P,1583021064186000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124286,87.59,223.98,-0.41216,-0.27111,2020-03-01 00:04:24.186,2020-04-24 08:00:00,54 days 07:55:35.814000
47502,ETH-24APR20-280-C,1583021064187000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.062987,91.78,223.98,0.32511999999999996,-0.26272,2020-03-01 00:04:24.187,2020-04-24 08:00:00,54 days 07:55:35.813000
47481,ETH-24APR20-240-C,1583021064187000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10703499999999999,88.21,223.98,0.4869,-0.27971999999999997,2020-03-01 00:04:24.187,2020-04-24 08:00:00,54 days 07:55:35.813000
47525,ETH-24APR20-300-C,1583021064497000,call,300.0,1587715200000000,0.0325,40.0,0.0575,40.0,0.049027,93.66,223.98,0.26498,-0.24395999999999998,2020-03-01 00:04:24.497,2020-04-24 08:00:00,54 days 07:55:35.503000
48144,ETH-24APR20-220-P,1583021069224000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124072,87.51,224.02,-0.41200000000000003,-0.27089,2020-03-01 00:04:29.224,2020-04-24 08:00:00,54 days 07:55:30.776000
48145,ETH-24APR20-260-C,1583021069224000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08166699999999999,89.83,224.02,0.39878,-0.27581999999999995,2020-03-01 00:04:29.224,2020-04-24 08:00:00,54 days 07:55:30.776000
48167,ETH-24APR20-240-C,1583021069224000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107169,88.26,224.02,0.48718,-0.27991,2020-03-01 00:04:29.224,2020-04-24 08:00:00,54 days 07:55:30.776000
48228,ETH-24APR20-200-P,1583021070205000,put,200.0,1587715200000000,0.07200000000000001,31.0,0.087,150.0,0.080532,87.7,224.02,-0.30701,-0.24505,2020-03-01 00:04:30.205,2020-04-24 08:00:00,54 days 07:55:29.795000
48229,ETH-24APR20-300-C,1583021070230000,call,300.0,1587715200000000,0.0325,40.0,0.0575,40.0,0.04898,93.59,224.02,0.26491,-0.24379,2020-03-01 00:04:30.230,2020-04-24 08:00:00,54 days 07:55:29.770000
48244,ETH-24APR20-280-C,1583021070861000,call,280.0,1587715200000000,0.054000000000000006,37.0,0.069,150.0,0.06304900000000001,91.79,224.02,0.32533,-0.26287,2020-03-01 00:04:30.861,2020-04-24 08:00:00,54 days 07:55:29.139000
48691,ETH-24APR20-220-P,1583021074733000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124108,87.61,224.06,-0.4117,-0.27121999999999996,2020-03-01 00:04:34.733,2020-04-24 08:00:00,54 days 07:55:25.267000
48745,ETH-24APR20-200-P,1583021075043000,put,200.0,1587715200000000,0.0715,31.0,0.087,150.0,0.080555,87.78,224.06,-0.30684,-0.24525999999999998,2020-03-01 00:04:35.043,2020-04-24 08:00:00,54 days 07:55:24.957000
48746,ETH-24APR20-280-C,1583021075072000,call,280.0,1587715200000000,0.0535,37.0,0.069,150.0,0.06300399999999999,91.72,224.06,0.32532,-0.26272,2020-03-01 00:04:35.072,2020-04-24 08:00:00,54 days 07:55:24.928000
48792,ETH-24APR20-240-C,1583021076037000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10719400000000001,88.26,224.03,0.48727,-0.27993,2020-03-01 00:04:36.037,2020-04-24 08:00:00,54 days 07:55:23.963000
48883,ETH-24APR20-260-C,1583021076272000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08159,89.76,224.03,0.39869,-0.27562,2020-03-01 00:04:36.272,2020-04-24 08:00:00,54 days 07:55:23.728000
48844,ETH-24APR20-300-C,1583021076272000,call,300.0,1587715200000000,0.0325,40.0,0.0575,40.0,0.048865,93.49,224.03,0.26461999999999997,-0.24341,2020-03-01 00:04:36.272,2020-04-24 08:00:00,54 days 07:55:23.728000
49080,ETH-24APR20-280-C,1583021077259000,call,280.0,1587715200000000,0.054000000000000006,150.0,0.069,150.0,0.06302100000000001,91.75,224.03,0.3253,-0.26279,2020-03-01 00:04:37.259,2020-04-24 08:00:00,54 days 07:55:22.741000
49091,ETH-24APR20-280-C,1583021077399000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.06302100000000001,91.75,224.03,0.3253,-0.26279,2020-03-01 00:04:37.399,2020-04-24 08:00:00,54 days 07:55:22.601000
49092,ETH-24APR20-200-P,1583021077421000,put,200.0,1587715200000000,0.07200000000000001,150.0,0.087,150.0,0.080483,87.68,224.03,-0.30691999999999997,-0.245,2020-03-01 00:04:37.421,2020-04-24 08:00:00,54 days 07:55:22.579000
49095,ETH-24APR20-200-P,1583021077780000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080483,87.68,224.03,-0.30691999999999997,-0.245,2020-03-01 00:04:37.780,2020-04-24 08:00:00,54 days 07:55:22.220000
49423,ETH-24APR20-220-P,1583021080301000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124097,87.49,223.99,-0.41213,-0.27083,2020-03-01 00:04:40.301,2020-04-24 08:00:00,54 days 07:55:19.699000
49485,ETH-24APR20-300-C,1583021081307000,call,300.0,1587715200000000,0.0325,40.0,0.0575,40.0,0.048769,93.44,223.99,0.2643,-0.2431,2020-03-01 00:04:41.307,2020-04-24 08:00:00,54 days 07:55:18.693000
49523,ETH-24APR20-260-C,1583021081307000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.081486,89.73,223.99,0.39841,-0.27542,2020-03-01 00:04:41.307,2020-04-24 08:00:00,54 days 07:55:18.693000
49530,ETH-24APR20-240-C,1583021081308000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.107125,88.25,223.99,0.48706000000000005,-0.27987,2020-03-01 00:04:41.308,2020-04-24 08:00:00,54 days 07:55:18.692000
49867,ETH-24APR20-200-P,1583021083321000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080617,87.72,223.99,-0.30716,-0.24514,2020-03-01 00:04:43.321,2020-04-24 08:00:00,54 days 07:55:16.679000
49884,ETH-24APR20-280-C,1583021083322000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.062889,91.7,223.99,0.32491,-0.26244,2020-03-01 00:04:43.322,2020-04-24 08:00:00,54 days 07:55:16.678000
49966,ETH-24APR20-300-C,1583021083617000,call,300.0,1587715200000000,0.032,40.0,0.0575,40.0,0.048666,93.37,223.99,0.26400999999999997,-0.24275,2020-03-01 00:04:43.617,2020-04-24 08:00:00,54 days 07:55:16.383000
50066,ETH-24APR20-220-P,1583021085335000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124204,87.55,223.99,-0.41213,-0.27101,2020-03-01 00:04:45.335,2020-04-24 08:00:00,54 days 07:55:14.665000
50176,ETH-24APR20-260-C,1583021086342000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.08137,89.66,223.99,0.39819,-0.27516,2020-03-01 00:04:46.342,2020-04-24 08:00:00,54 days 07:55:13.658000
50173,ETH-24APR20-240-C,1583021086343000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10704100000000001,88.21,223.99,0.48694,-0.27971,2020-03-01 00:04:46.343,2020-04-24 08:00:00,54 days 07:55:13.657000
50661,ETH-24APR20-200-P,1583021090370000,put,200.0,1587715200000000,0.0725,31.0,0.087,150.0,0.080678,87.74,223.96,-0.30728,-0.2452,2020-03-01 00:04:50.370,2020-04-24 08:00:00,54 days 07:55:09.630000
50606,ETH-24APR20-220-P,1583021090370000,put,220.0,1587715200000000,0.1135,25.0,0.136,25.0,0.124296,87.57,223.96,-0.41223999999999994,-0.27107,2020-03-01 00:04:50.370,2020-04-24 08:00:00,54 days 07:55:09.630000
50673,ETH-24APR20-300-C,1583021090371000,call,300.0,1587715200000000,0.032,40.0,0.0575,40.0,0.048512,93.26,223.96,0.26355,-0.24224,2020-03-01 00:04:50.371,2020-04-24 08:00:00,54 days 07:55:09.629000
50634,ETH-24APR20-280-C,1583021090371000,call,280.0,1587715200000000,0.0545,37.0,0.069,150.0,0.062807,91.66,223.96,0.32468,-0.26223,2020-03-01 00:04:50.371,2020-04-24 08:00:00,54 days 07:55:09.629000
50796,ETH-24APR20-260-C,1583021091379000,call,260.0,1587715200000000,0.055,34.0,0.0935,34.0,0.081214,89.58,223.96,0.39786,-0.27481,2020-03-01 00:04:51.379,2020-04-24 08:00:00,54 days 07:55:08.621000
50801,ETH-24APR20-240-C,1583021091379000,call,240.0,1587715200000000,0.0975,31.0,0.115,150.0,0.10695999999999999,88.18,223.96,0.48678,-0.2796,2020-03-01 00:04:51.379,2020-04-24 08:00:00,54 days 07:55:08.621000
50885,ETH-24APR20-200-P,1583021091798000,put,200.0,1587715200000000,0.07200000000000001,181.0,0.087,150.0,0.080678,87.74,223.96,-0.30728,-0.2452,2020-03-01 00:04:51.798,2020-04-24 08:00:00,54 days 07:55:08.202000
